NAME,STATEFP,STATE_ABBR,SCOPE,CATEGORY,OWNER_CLASS,ITEM_TYPE,DATASET_NAME,SOURCE_ACCREDITATION,URL,DATA_AGE,DESCRIPTION,APPLICABLE_SYSTEM_TYPES,MIN_SYSTEM_SIZE_MW,MAX_SYSTEM_SIZE_MW,COST,STATUS,EFFECTIVE_DATE,EXPIRY_DATE,TIMEFRAME_DAYS
,29,MO,state,incentive,,,State incentives overview - MO,,https://programs.dsireusa.org/system/program/MO,,"Program-level record for a solar incentive available in Missouri. Typically includes the program name, administrator, eligibility rules, incentive structure or value, application steps, and deadlines.",,,,29.0,active,,,
,29,MO,state,regulation,,,Renewable Energy Standard,,https://www.solarqcgroup.com/solar-incentives/MO/2622/renewable-energy-standard,,"Jurisdiction-level solar policy or regulatory requirement in Missouri, categorized as Renewables Portfolio Standard. Summarizes applicability, key requirements (for example, interconnection, net metering, or permitting standards), and links to supporting documentation.",,,,50000000.0,expired,11/04/2008,,
,29,MO,state,regulation,,,City of Columbia - Renewable Portfolio Standard,,https://www.solarqcgroup.com/solar-incentives/MO/113/city-of-columbia-renewable-portfolio-standard,,"Jurisdiction-level solar policy or regulatory requirement in Missouri, categorized as Renewables Portfolio Standard. Summarizes applicability, key requirements (for example, interconnection, net metering, or permitting standards), and links to supporting documentation.",,,,,expired,11/02/2004,,
,29,MO,state,regulation,,,Energy Standards for Public Buildings,,https://www.solarqcgroup.com/solar-incentives/MO/3022/energy-standards-for-public-buildings,,"Jurisdiction-level solar policy or regulatory requirement in Missouri, categorized as Energy Standards for Public Buildings. Summarizes applicability, key requirements (for example, interconnection, net metering, or permitting standards), and links to supporting documentation.",,,,,expired,04/23/2009,,
,29,MO,state,regulation,,,Interconnection Guidelines,,https://www.solarqcgroup.com/solar-incentives/MO/784/interconnection-guidelines,,"Jurisdiction-level solar policy or regulatory requirement in Missouri, categorized as Interconnection. Summarizes applicability, key requirements (for example, interconnection, net metering, or permitting standards), and links to supporting documentation.",,,,100000.0,expired,06/25/2007,,30
,29,MO,state,regulation,,,Net Metering,,https://www.solarqcgroup.com/solar-incentives/MO/2621/net-metering,,"Jurisdiction-level solar policy or regulatory requirement in Missouri, categorized as Net Metering. Summarizes applicability, key requirements (for example, interconnection, net metering, or permitting standards), and links to supporting documentation.",,,,,expired,06/25/2007,,360
,29,MO,state,regulation,,,Missouri Solar Easements & Rights Laws,,https://www.solarqcgroup.com/solar-incentives/MO/20/solar-easements-rights-laws,,"Jurisdiction-level solar policy or regulatory requirement in Missouri, categorized as Solar/Wind Access Policy. Summarizes applicability, key requirements (for example, interconnection, net metering, or permitting standards), and links to supporting documentation.",,,,,amended,,,
,29,MO,state,regulation,,,Missouri Public Service Commission — solar / distributed generation regulatory portal,,https://psc.mo.gov/,,"Official state Public Service Commission or Public Utility Commission portal providing regulatory decisions, distributed generation policy, interconnection standards, and related solar market oversight. This grouped source class supports scalable state-by-state tracking without creating a different source architecture for every regulator. This row covers Missouri.",,,,,pending,,,
,30,MT,state,incentive,,,Corporate Property Tax Reduction for New/Expanded Generating Facilities,,https://programs.dsireusa.org/system/program/MT,,"Program-level record for a solar incentive available in Montana, categorized as Property Tax Incentive. Typically includes the program name, administrator, eligibility rules, incentive structure or value, application steps, and deadlines.",,,,,active,,,
,30,MT,state,incentive,,,Alternative Energy Investment Tax Credit,,https://mtrevenue.gov/taxes/alternative-energy-investment-tax-credit/,,"Program-level record for a solar incentive available in Montana, categorized as Industry Recruitment/Support. Typically includes the program name, administrator, eligibility rules, incentive structure or value, application steps, and deadlines.",,,,,error,,,
,30,MT,state,incentive,,,Property Tax Abatement for Production and Manufacturing Facilities,,https://programs.dsireusa.org/system/program/MT,,"Program-level record for a solar incentive available in Montana, categorized as Industry Recruitment/Support. Typically includes the program name, administrator, eligibility rules, incentive structure or value, application steps, and deadlines.",,,,,active,,,
,30,MT,state,incentive,,,Renewable Energy Systems Exemption,,https://programs.dsireusa.org/system/program/MT,,"Program-level record for a solar incentive available in Montana, categorized as Property Tax Incentive. Typically includes the program name, administrator, eligibility rules, incentive structure or value, application steps, and deadlines.",,,,,active,,,
,30,MT,state,incentive,,,Generation Facility Corporate Tax Exemptions,,https://programs.dsireusa.org/system/program/MT,,"Program-level record for a solar incentive available in Montana, categorized as Property Tax Incentive. Typically includes the program name, administrator, eligibility rules, incentive structure or value, application steps, and deadlines.",,,,,active,,,
,30,MT,state,incentive,,,Yellowstone Valley Electric Cooperative - Solar Stock Watering System Rebate,,https://www.yvec.com/solar-stock-watering-systems/,,"Program-level record for a solar incentive available in Montana, categorized as Rebate Program. Typically includes the program name, administrator, eligibility rules, incentive structure or value, application steps, and deadlines.",,,,,error,,,
,30,MT,state,incentive,,,NorthWestern Energy - USB Renewable Energy Fund,,https://www.northwesternenergy.com/clean-energy/usb-renewable-energy-fund,,"Program-level record for a solar incentive available in Montana, categorized as Rebate Program. Typically includes the program name, administrator, eligibility rules, incentive structure or value, application steps, and deadlines.",,,,,error,,,
,30,MT,state,incentive,,,Montana Commercial PACE Financing Program,,https://montanacpace.com/,,"Program-level record for a solar incentive available in Montana, categorized as PACE Financing. Typically includes the program name, administrator, eligibility rules, incentive structure or value, application steps, and deadlines.",,,,,error,,,
,30,MT,state,incentive,,,Alternative Energy Revolving Loan Program,,https://commerce.mt.gov/Programs/Energy-Programs/Alternative-Energy-Revolving-Loan-Program,,"Program-level record for a solar incentive available in Montana, categorized as Loan Program. Typically includes the program name, administrator, eligibility rules, incentive structure or value, application steps, and deadlines.",,,,,error,,,
,30,MT,state,incentive,,,State incentives overview - MT,,https://programs.dsireusa.org/system/program/MT,,"Program-level record for a solar incentive available in Montana. Typically includes the program name, administrator, eligibility rules, incentive structure or value, application steps, and deadlines.",,,,,active,,,
,30,MT,state,regulation,,,Renewable Resource Standard,,https://www.solarqcgroup.com/solar-incentives/MT/384/renewable-resource-standard,,"Jurisdiction-level solar policy or regulatory requirement in Montana, categorized as Renewables Portfolio Standard. Summarizes applicability, key requirements (for example, interconnection, net metering, or permitting standards), and links to supporting documentation.",,,,10.0,expired,,,
,30,MT,state,regulation,,,Interconnection Standards,,https://www.solarqcgroup.com/solar-incentives/MT/618/interconnection-standards,,"Jurisdiction-level solar policy or regulatory requirement in Montana, categorized as Interconnection. Summarizes applicability, key requirements (for example, interconnection, net metering, or permitting standards), and links to supporting documentation.",,,,,amended,"August 13, 2010",,
,30,MT,state,regulation,,,Montana Solar and Wind Easements,,https://www.solarqcgroup.com/solar-incentives/MT/292/solar-and-wind-easements,,"Jurisdiction-level solar policy or regulatory requirement in Montana, categorized as Solar/Wind Access Policy. Summarizes applicability, key requirements (for example, interconnection, net metering, or permitting standards), and links to supporting documentation.",,,,,expired,4/21/11,,
,30,MT,state,regulation,,,Net Metering,,https://www.solarqcgroup.com/solar-incentives/MT/37/net-metering,,"Jurisdiction-level solar policy or regulatory requirement in Montana, categorized as Net Metering. Summarizes applicability, key requirements (for example, interconnection, net metering, or permitting standards), and links to supporting documentation.",,,,,pending,,,
,30,MT,state,regulation,,,Mandatory Utility Green Power Option,,https://www.solarqcgroup.com/solar-incentives/MT/26/mandatory-utility-green-power-option,,"Jurisdiction-level solar policy or regulatory requirement in Montana, categorized as Mandatory Utility Green Power Option. Summarizes applicability, key requirements (for example, interconnection, net metering, or permitting standards), and links to supporting documentation.",,,,,amended,5/5/2003,,
,30,MT,state,regulation,,,Universal System Benefits Program,,https://www.solarqcgroup.com/solar-incentives/MT/460/universal-system-benefits-program,,"Jurisdiction-level solar policy or regulatory requirement in Montana, categorized as Public Benefits Fund. Summarizes applicability, key requirements (for example, interconnection, net metering, or permitting standards), and links to supporting documentation.",,,,9.0,expired,,,
,31,NE,state,regulation,,,Nebraska Public Service Commission — solar / distributed generation regulatory portal,,https://psc.nebraska.gov/,,"Official state Public Service Commission or Public Utility Commission portal providing regulatory decisions, distributed generation policy, interconnection standards, and related solar market oversight. This grouped source class supports scalable state-by-state tracking without creating a different source architecture for every regulator. This row covers Nebraska.",,,,,pending,,,
,32,NV,state,incentive,,,Portfolio Energy Credits,,https://www.nvenergy.com/cleanenergy/solar/expanded-solar-access-program,,"Program-level record for a solar incentive available in Nevada, categorized as Performance-Based Incentive. Typically includes the program name, administrator, eligibility rules, incentive structure or value, application steps, and deadlines.",,,,,active,,,
,32,NV,state,incentive,,,Renewable Energy Sales and Use Tax Abatement,,https://energy.nv.gov/Programs/Renewable_Energy_Tax_Abatement/,,"Program-level record for a solar incentive available in Nevada, categorized as Sales Tax Incentive. Typically includes the program name, administrator, eligibility rules, incentive structure or value, application steps, and deadlines.",,,,,error,,,
,32,NV,state,incentive,,,Large Scale Renewable Energy Property Tax Abatement (Nevada State Office of Energy),,https://energy.nv.gov/Programs/Renewable_Energy_Tax_Abatement/,,"Program-level record for a solar incentive available in Nevada, categorized as Property Tax Incentive. Typically includes the program name, administrator, eligibility rules, incentive structure or value, application steps, and deadlines.",,,,,error,,,
,32,NV,state,incentive,,,Renewable Energy Systems Property Tax Exemption,,https://programs.dsireusa.org/system/program/NV,,"Program-level record for a solar incentive available in Nevada, categorized as Property Tax Incentive. Typically includes the program name, administrator, eligibility rules, incentive structure or value, application steps, and deadlines.",,,,,active,,,
,32,NV,state,incentive,,,Local Option - Special Improvement Districts,,https://programs.dsireusa.org/system/program/NV,,"Program-level record for a solar incentive available in Nevada, categorized as PACE Financing. Typically includes the program name, administrator, eligibility rules, incentive structure or value, application steps, and deadlines.",,,,,active,,,
,32,NV,state,incentive,,,State incentives overview - NV,,https://programs.dsireusa.org/system/program/NV,,"Program-level record for a solar incentive available in Nevada. Typically includes the program name, administrator, eligibility rules, incentive structure or value, application steps, and deadlines.",,,,,active,,,
,32,NV,state,regulation,,,Solar Contractor Licensing,,https://www.solarqcgroup.com/solar-incentives/NV/386/solar-contractor-licensing,,"Jurisdiction-level solar policy or regulatory requirement in Nevada, categorized as Solar/Wind Contractor Licensing. Summarizes applicability, key requirements (for example, interconnection, net metering, or permitting standards), and links to supporting documentation.",,,,,expired,6/17/2005,,
,32,NV,state,regulation,,,Energy Portfolio Standard,,https://www.solarqcgroup.com/solar-incentives/NV/373/energy-portfolio-standard,,"Jurisdiction-level solar policy or regulatory requirement in Nevada, categorized as Renewables Portfolio Standard. Summarizes applicability, key requirements (for example, interconnection, net metering, or permitting standards), and links to supporting documentation.",,,,,amended,,,
,32,NV,state,regulation,,,Net Metering,,https://www.solarqcgroup.com/solar-incentives/NV/372/net-metering,,"Jurisdiction-level solar policy or regulatory requirement in Nevada, categorized as Net Metering. Summarizes applicability, key requirements (for example, interconnection, net metering, or permitting standards), and links to supporting documentation.",,,,,expired,7/1/1997,,
,32,NV,state,regulation,,,Nevada State Energy Reduction Plan,,https://www.solarqcgroup.com/solar-incentives/NV/1892/nevada-state-energy-reduction-plan,,"Jurisdiction-level solar policy or regulatory requirement in Nevada, categorized as Energy Standards for Public Buildings. Summarizes applicability, key requirements (for example, interconnection, net metering, or permitting standards), and links to supporting documentation.",,,,,amended,6/8/2009,,
,32,NV,state,regulation,,,Interconnection Standards,,https://www.solarqcgroup.com/solar-incentives/NV/791/interconnection-standards,,"Jurisdiction-level solar policy or regulatory requirement in Nevada, categorized as Interconnection. Summarizes applicability, key requirements (for example, interconnection, net metering, or permitting standards), and links to supporting documentation.",,,,,amended,,,
,32,NV,state,regulation,,,Nevada Solar and Wind Easement Laws,,https://www.solarqcgroup.com/solar-incentives/NV/270/solar-and-wind-easements-rights-laws,,"Jurisdiction-level solar policy or regulatory requirement in Nevada, categorized as Solar/Wind Access Policy. Summarizes applicability, key requirements (for example, interconnection, net metering, or permitting standards), and links to supporting documentation.",,,,,amended,,,
Nevada,32,NV,county,permit,,,Nevada County — Building permits portal,,https://www.nevadacountyca.gov/586/Building-Department,,"Official county building department website or permitting portal that provides the authoritative entry point for building and electrical permits. Typically includes application steps, required documents, plan review, inspections, fee information, and links to online permitting systems.",,,,25.0,amended,,,21
,35,NM,state,incentive,,,Gross Receipts Tax Exemption for Sales of Wind and Solar Systems to Government Entities,,https://programs.dsireusa.org/system/program/NM,,"Program-level record for a solar incentive available in New Mexico, categorized as Sales Tax Incentive. Typically includes the program name, administrator, eligibility rules, incentive structure or value, application steps, and deadlines.",,,,,active,,,
,35,NM,state,incentive,,,Local Option - Renewable Energy Financing District/Solar Energy Improvement Special Assessments,,https://programs.dsireusa.org/system/program/NM,,"Program-level record for a solar incentive available in New Mexico, categorized as PACE Financing. Typically includes the program name, administrator, eligibility rules, incentive structure or value, application steps, and deadlines.",,,,,active,,,
,35,NM,state,incentive,,,Solar Energy Gross Receipts Tax Deduction,,https://programs.dsireusa.org/system/program/NM,,"Program-level record for a solar incentive available in New Mexico, categorized as Sales Tax Incentive. Typically includes the program name, administrator, eligibility rules, incentive structure or value, application steps, and deadlines.",,,,,active,,,
,35,NM,state,incentive,,,Clean Energy Revenue Bond Program,,https://programs.dsireusa.org/system/program/NM,,"Program-level record for a solar incentive available in New Mexico, categorized as Bond Program. Typically includes the program name, administrator, eligibility rules, incentive structure or value, application steps, and deadlines.",,,,,active,,,
,35,NM,state,incentive,,,Drinking Water State Revolving Loan Fund,,https://www.env.nm.gov/drinking_water/drinking-water-state-revolving-loan-fund/,,"Program-level record for a solar incentive available in New Mexico, categorized as Loan Program. Typically includes the program name, administrator, eligibility rules, incentive structure or value, application steps, and deadlines.",,,,,error,,,
,35,NM,state,incentive,,,New Solar Market Development Tax Credit,,https://www.tax.newmexico.gov/individuals/credits-rebates/,,"Program-level record for a solar incentive available in New Mexico, categorized as Personal Tax Credit. Typically includes the program name, administrator, eligibility rules, incentive structure or value, application steps, and deadlines.",,,,0.0,pending,,,
,35,NM,state,incentive,,,2021 Sustainable Building Tax Credit (Personal),,https://www.tax.newmexico.gov/individuals/credits-rebates/,,"Program-level record for a solar incentive available in New Mexico, categorized as Personal Tax Credit. Typically includes the program name, administrator, eligibility rules, incentive structure or value, application steps, and deadlines.",,,,0.0,pending,,,
,35,NM,state,incentive,,,2021 Sustainable Building Tax Credit (Corporate),,https://www.tax.newmexico.gov/businesses/credits-overview/,,"Program-level record for a solar incentive available in New Mexico, categorized as Corporate Tax Credit. Typically includes the program name, administrator, eligibility rules, incentive structure or value, application steps, and deadlines.",,,,,error,,,
,35,NM,state,incentive,,,Property Tax Exemption for Residential Solar Systems,,https://www.tax.newmexico.gov/all-nm-taxes/property-tax-overview/,,"Program-level record for a solar incentive available in New Mexico, categorized as Property Tax Incentive. Typically includes the program name, administrator, eligibility rules, incentive structure or value, application steps, and deadlines.",,,,,error,,,
,35,NM,state,incentive,,,Alternative Energy Product Manufacturers Tax Credit,,https://www.tax.newmexico.gov/businesses/credits-overview/,,"Program-level record for a solar incentive available in New Mexico, categorized as Industry Recruitment/Support. Typically includes the program name, administrator, eligibility rules, incentive structure or value, application steps, and deadlines.",,,,,error,,,
,35,NM,state,incentive,,,State incentives overview - NM,,https://programs.dsireusa.org/system/program/NM,,"Program-level record for a solar incentive available in New Mexico. Typically includes the program name, administrator, eligibility rules, incentive structure or value, application steps, and deadlines.",,,,,active,,,
,35,NM,state,incentive,,,Texas-New Mexico Power Company - SCORE/CitySmart & Commercial Solutions Market Transformation Programs,,https://www.tnmp.com/save-energy-money/business-programs,,"Program-level record for a solar incentive available in Texas, categorized as Rebate Program. Typically includes the program name, administrator, eligibility rules, incentive structure or value, application steps, and deadlines.",,,,,error,,,
,35,NM,state,regulation,,,Mandatory Utility Green Power Option,,https://www.solarqcgroup.com/solar-incentives/NM/866/mandatory-utility-green-power-option,,"Jurisdiction-level solar policy or regulatory requirement in New Mexico, categorized as Mandatory Utility Green Power Option. Summarizes applicability, key requirements (for example, interconnection, net metering, or permitting standards), and links to supporting documentation.",,,,5.84,amended,,,1080
,35,NM,state,regulation,,,Net Metering,,https://www.solarqcgroup.com/solar-incentives/NM/284/net-metering,,"Jurisdiction-level solar policy or regulatory requirement in New Mexico, categorized as Net Metering. Summarizes applicability, key requirements (for example, interconnection, net metering, or permitting standards), and links to supporting documentation.",,,,50.0,amended,7/29/2008,,60
,35,NM,state,regulation,,,Interconnection Standards,,https://www.solarqcgroup.com/solar-incentives/NM/3038/interconnection-standards,,"Jurisdiction-level solar policy or regulatory requirement in New Mexico, categorized as Interconnection. Summarizes applicability, key requirements (for example, interconnection, net metering, or permitting standards), and links to supporting documentation.",,,,1000000.0,amended,7/29/2008,,
,35,NM,state,regulation,,,Renewable Portfolio Standard,,https://www.solarqcgroup.com/solar-incentives/NM/720/renewable-portfolio-standard,,"Jurisdiction-level solar policy or regulatory requirement in New Mexico, categorized as Renewables Portfolio Standard. Summarizes applicability, key requirements (for example, interconnection, net metering, or permitting standards), and links to supporting documentation.",,,,99000.0,expired,"May 15, 2014",,
,35,NM,state,regulation,,,New Mexico Solar Easements & Rights Laws,,https://www.solarqcgroup.com/solar-incentives/NM/290/solar-easements-rights-laws,,"Jurisdiction-level solar policy or regulatory requirement in New Mexico, categorized as Solar/Wind Access Policy. Summarizes applicability, key requirements (for example, interconnection, net metering, or permitting standards), and links to supporting documentation.",,,,,expired,04/03/2007,,
,35,NM,state,regulation,,,City of Albuquerque - Solar Easements and Rights Laws,,https://www.solarqcgroup.com/solar-incentives/NM/5617/city-of-albuquerque-solar-easements-and-rights-laws,,"Jurisdiction-level solar policy or regulatory requirement in New Mexico, categorized as Solar/Wind Access Policy. Summarizes applicability, key requirements (for example, interconnection, net metering, or permitting standards), and links to supporting documentation.",,,,50.0,expired,,,
,35,NM,state,regulation,,,Solar/Wind Construction Permitting Standards,,https://www.solarqcgroup.com/solar-incentives/NM/5548/solarwind-construction-permitting-standards,,"Jurisdiction-level solar policy or regulatory requirement in New Mexico, categorized as Solar/Wind Permitting Standards. Summarizes applicability, key requirements (for example, interconnection, net metering, or permitting standards), and links to supporting documentation.",,,,,amended,04/01/2013,,
,35,NM,state,regulation,,,Farmington Electric Utility System - Net Metering,,https://www.solarqcgroup.com/solar-incentives/NM/3042/farmington-electric-utility-system-net-metering,,"Jurisdiction-level solar policy or regulatory requirement in New Mexico, categorized as Net Metering. Summarizes applicability, key requirements (for example, interconnection, net metering, or permitting standards), and links to supporting documentation.",,,,,amended,,,
,35,NM,state,regulation,,,Community Solar Program,,https://www.cleanenergyauthority.com/solar-rebates-and-incentives/new-mexico/community-solar-program,,"Jurisdiction-level solar policy or regulatory requirement in New Mexico, categorized as Community Solar Rules. Summarizes applicability, key requirements (for example, interconnection, net metering, or permitting standards), and links to supporting documentation.",,,,,error,,,
,36,NY,state,incentive,,,Solar Sales Tax Exemption,,https://www.tax.ny.gov/pubs_and_bulls/tg_bulletins/st/solar_energy_system_equipment.htm,,"Program-level record for a solar incentive available in New York, categorized as Sales Tax Incentive. Typically includes the program name, administrator, eligibility rules, incentive structure or value, application steps, and deadlines.",,,,,error,,,
,36,NY,state,incentive,,,NY-Sun PV Incentive Program (Commercial and Industrial),,https://www.nyserda.ny.gov/All-Programs/NY-Sun/Contractors/Dashboards-and-incentives/Upstate-Dashboard,,"Program-level record for a solar incentive available in New York, categorized as Rebate Program. Typically includes the program name, administrator, eligibility rules, incentive structure or value, application steps, and deadlines.",,,,,error,,,
,36,NY,state,incentive,,,NY Green Bank,,https://greenbank.ny.gov/,,"Program-level record for a solar incentive available in New York, categorized as Other Incentive. Typically includes the program name, administrator, eligibility rules, incentive structure or value, application steps, and deadlines.",,,,221.0,active,,,
,36,NY,state,incentive,,,"NY-Sun PV Incentive Program (Residential, Low-Income, and Small Business)",,https://www.nyserda.ny.gov/All-Programs/NY-Sun,,"Program-level record for a solar incentive available in New York, categorized as Rebate Program. Typically includes the program name, administrator, eligibility rules, incentive structure or value, application steps, and deadlines.",,,,,error,,,
,36,NY,state,incentive,,,New York City - Property Tax Abatement for Photovoltaic (PV) and Energy Storage Equipment,,https://www.nyc.gov/site/finance/property/solar-electric-generating-system-abatement.page,,"Program-level record for a solar incentive available in New York, categorized as Property Tax Incentive. Typically includes the program name, administrator, eligibility rules, incentive structure or value, application steps, and deadlines.",,,,,error,,,
,36,NY,state,incentive,,,"Local Option - Solar, Wind & Biomass Energy Systems Exemption",,https://programs.dsireusa.org/system/program/NY,,"Program-level record for a solar incentive available in New York, categorized as Property Tax Incentive. Typically includes the program name, administrator, eligibility rules, incentive structure or value, application steps, and deadlines.",,,,,pending,,,
,36,NY,state,incentive,,,Local Option - Real Property Tax Exemption for Green Buildings,,https://programs.dsireusa.org/system/program/NY,,"Program-level record for a solar incentive available in New York, categorized as Property Tax Incentive. Typically includes the program name, administrator, eligibility rules, incentive structure or value, application steps, and deadlines.",,,,,pending,,,
,36,NY,state,incentive,,,Energy Conservation Improvements Property Tax Exemption,,https://programs.dsireusa.org/system/program/NY,,"Program-level record for a solar incentive available in New York, categorized as Property Tax Incentive. Typically includes the program name, administrator, eligibility rules, incentive structure or value, application steps, and deadlines.",,,,,pending,,,
,36,NY,state,incentive,,,State of NY Commercial PACE Financing Program,,https://esd.ny.gov/commercial-property-assessed-clean-energy-program,,"Program-level record for a solar incentive available in New York, categorized as PACE Financing. Typically includes the program name, administrator, eligibility rules, incentive structure or value, application steps, and deadlines.",,,,,error,,,
,36,NY,state,incentive,,,NY Open C-PACE,,https://www.nyserda.ny.gov/All-Programs/Commercial-Property-Assessed-Clean-Energy,,"Program-level record for a solar incentive available in New York, categorized as PACE Financing. Typically includes the program name, administrator, eligibility rules, incentive structure or value, application steps, and deadlines.",,,,,error,,,
,36,NY,state,incentive,,,PSEG Long Island- Commercial Solar PV Feed-in Tariff,,https://www.psegliny.com/saveenergyandmoney/greenenergy/solar/solarfeedintariff,,"Program-level record for a solar incentive available in New York, categorized as Feed-in Tariff. Typically includes the program name, administrator, eligibility rules, incentive structure or value, application steps, and deadlines.",,,,,active,,,
,36,NY,state,incentive,,,NY-Sun Loan Program,,https://www.nyserda.ny.gov/All-Programs/NY-Sun/Solar-for-Your-Home/Financing-Options/NY-Sun-Loan-Program,,"Program-level record for a solar incentive available in New York, categorized as Loan Program. Typically includes the program name, administrator, eligibility rules, incentive structure or value, application steps, and deadlines.",,,,,error,,,
,36,NY,state,incentive,,,NYSERDA - Residential Financing Options,,https://www.nyserda.ny.gov/All-Programs/NY-Sun/Solar-for-Your-Home/Financing-Options,,"Program-level record for a solar incentive available in New York, categorized as Loan Program. Typically includes the program name, administrator, eligibility rules, incentive structure or value, application steps, and deadlines.",,,,,error,,,
,36,NY,state,incentive,,,Residential Solar Tax Credit,,https://www.tax.ny.gov/pit/property/credit/solar-energy-system-equipment-credit.htm,,"Program-level record for a solar incentive available in New York, categorized as Personal Tax Credit. Typically includes the program name, administrator, eligibility rules, incentive structure or value, application steps, and deadlines.",,,,,error,,,
,36,NY,state,incentive,,,City of Riverhead - Energy Conservation Device Permitting Fees,,https://programs.dsireusa.org/system/program/NY,,"Program-level record for a solar incentive available in New York, categorized as Green Building Incentive. Typically includes the program name, administrator, eligibility rules, incentive structure or value, application steps, and deadlines.",,,,,pending,,,
,36,NY,state,incentive,,,New York City - Residential Solar Sales Tax Exemption,,https://www.tax.ny.gov/pubs_and_bulls/tg_bulletins/st/solar_energy_system_equipment.htm,,"Program-level record for a solar incentive available in New York, categorized as Sales Tax Incentive. Typically includes the program name, administrator, eligibility rules, incentive structure or value, application steps, and deadlines.",,,,,error,,,
,36,NY,state,incentive,,,State incentives overview - NY,,https://programs.dsireusa.org/system/program/NY,,"Program-level record for a solar incentive available in New York. Typically includes the program name, administrator, eligibility rules, incentive structure or value, application steps, and deadlines.",,,,,pending,,,
,36,NY,state,regulation,,,New York Solar Easements & Solar Rights Laws,,https://www.solarqcgroup.com/solar-incentives/NY/309/solar-easements-local-option-solar-rights-laws,,"Jurisdiction-level solar policy or regulatory requirement in New York, categorized as Solar/Wind Access Policy. Summarizes applicability, key requirements (for example, interconnection, net metering, or permitting standards), and links to supporting documentation.",,,,,amended,,,
,36,NY,state,regulation,,,Community Distributed Generation,,https://www.nyserda.ny.gov/All-Programs/NY-Sun/Contractors/Resources-for-Contractors/Community-Solar,,"Jurisdiction-level solar policy or regulatory requirement in New York, categorized as Community Solar Rules. Summarizes applicability, key requirements (for example, interconnection, net metering, or permitting standards), and links to supporting documentation.",,,,,error,,,
,36,NY,state,regulation,,,Long Island Power Authority - Renewable Electricity Goal,,https://www.solarqcgroup.com/solar-incentives/NY/2806/pseg-long-island-renewable-electricity-goal,,"Jurisdiction-level solar policy or regulatory requirement in New York, categorized as Renewables Portfolio Standard. Summarizes applicability, key requirements (for example, interconnection, net metering, or permitting standards), and links to supporting documentation.",,,,,expired,06/23/2004,,
,36,NY,state,regulation,,,Clean Energy Standard,,https://www.solarqcgroup.com/solar-incentives/NY/5883/clean-energy-standard,,"Jurisdiction-level solar policy or regulatory requirement in New York, categorized as Renewables Portfolio Standard. Summarizes applicability, key requirements (for example, interconnection, net metering, or permitting standards), and links to supporting documentation.",,,,18.71,expired,,,
,36,NY,state,regulation,,,Interconnection Standards,,https://www.solarqcgroup.com/solar-incentives/NY/799/interconnection-standards,,"Jurisdiction-level solar policy or regulatory requirement in New York, categorized as Interconnection. Summarizes applicability, key requirements (for example, interconnection, net metering, or permitting standards), and links to supporting documentation.",,,,,expired,12/31/1999,,
,36,NY,state,regulation,,,New York City - Green Building Requirements for Municipal Buildings,,https://www.solarqcgroup.com/solar-incentives/NY/2820/new-york-city-green-building-requirements-for-municipal-buildings,,"Jurisdiction-level solar policy or regulatory requirement in New York, categorized as Energy Standards for Public Buildings. Summarizes applicability, key requirements (for example, interconnection, net metering, or permitting standards), and links to supporting documentation.",,,,2.0,expired,10/03/2005,,
,36,NY,state,regulation,,,PSEG Long Island - Net Metering,,https://www.solarqcgroup.com/solar-incentives/NY/3197/pseg-long-island-net-metering,,"Jurisdiction-level solar policy or regulatory requirement in New York, categorized as Net Metering. Summarizes applicability, key requirements (for example, interconnection, net metering, or permitting standards), and links to supporting documentation.",,,,350.0,amended,08/17/2011,,
,36,NY,state,regulation,,,Net Metering,,https://www.solarqcgroup.com/solar-incentives/NY/453/net-metering,,"Jurisdiction-level solar policy or regulatory requirement in New York, categorized as Net Metering. Summarizes applicability, key requirements (for example, interconnection, net metering, or permitting standards), and links to supporting documentation.",,,,,expired,"December 1, 2011",,
,36,NY,state,regulation,,,Clean Energy Fund (CEF),,https://www.solarqcgroup.com/solar-incentives/NY/5861/clean-energy-fund-cef,,"Jurisdiction-level solar policy or regulatory requirement in New York, categorized as Public Benefits Fund. Summarizes applicability, key requirements (for example, interconnection, net metering, or permitting standards), and links to supporting documentation.",,,,5.0,expired,,,
,36,NY,state,regulation,,,System Benefits Charge,,https://www.solarqcgroup.com/solar-incentives/NY/699/system-benefits-charge,,"Jurisdiction-level solar policy or regulatory requirement in New York, categorized as Public Benefits Fund. Summarizes applicability, key requirements (for example, interconnection, net metering, or permitting standards), and links to supporting documentation.",,,,527.0,expired,05/20/1996,,
,37,NC,state,incentive,,,Lumbee River EMC - Residential Energy Efficiency Program,,https://lumbeeriver.com/energy-efficiency/,,"Program-level record for a solar incentive available in North Carolina, categorized as Rebate Program. Typically includes the program name, administrator, eligibility rules, incentive structure or value, application steps, and deadlines.",,,,,error,,,
,37,NC,state,incentive,,,South River EMC - Energy Efficient New Homes Rebate Program,,https://www.sremc.com/rebates-and-incentives,,"Program-level record for a solar incentive available in North Carolina, categorized as Rebate Program. Typically includes the program name, administrator, eligibility rules, incentive structure or value, application steps, and deadlines.",,,,,error,,,
,37,NC,state,incentive,,,Four-County EMC - Residential Energy Efficiency Loan Program,,https://www.fourcty.org/loan-programs,,"Program-level record for a solar incentive available in North Carolina, categorized as Loan Program. Typically includes the program name, administrator, eligibility rules, incentive structure or value, application steps, and deadlines.",,,,,error,,,
